age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
25,Private,13,Never-married,Tech-support,Not-in-family,White,Female,30,United-States,1
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
32,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
46,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
56,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
90,Local-gov,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,1
42,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
64,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
41,Self-emp-inc,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
22,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
63,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
44,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,1
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
35,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
50,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,1
20,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
50,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
33,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
39,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,1
48,Private,11,Separated,Other-service,Not-in-family,White,Female,30,United-States,0
32,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,0
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
53,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
41,Private,9,Married-civ-spouse,Sales,Wife,White,Female,50,England,1
63,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
24,Private,9,Never-married,Protective-serv,Not-in-family,Other,Male,40,United-States,0
38,Private,10,Divorced,Adm-clerical,Own-child,White,Male,52,United-States,0
55,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,1
22,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
34,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
38,Private,6,Divorced,Sales,Not-in-family,White,Female,40,United-States,0
40,Private,9,Divorced,Sales,Own-child,White,Female,25,United-States,0
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
34,Local-gov,9,Divorced,Other-service,Unmarried,White,Female,20,United-States,0
49,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
39,Private,10,Divorced,Craft-repair,Own-child,White,Female,50,United-States,1
41,Local-gov,13,Divorced,Prof-specialty,Not-in-family,Black,Male,40,United-States,0
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
57,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
36,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Philippines,1
37,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,1
61,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,1
42,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,Puerto-Rico,1
18,Private,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0
30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
60,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,Philippines,1
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
50,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,38,United-States,0
36,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,1
33,Private,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,India,1
50,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
38,Self-emp-inc,10,Married-civ-spouse,Other-service,Wife,White,Female,20,United-States,1
60,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,0
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
56,Private,9,Separated,Adm-clerical,Other-relative,Black,Female,40,United-States,0
23,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
32,Self-emp-not-inc,11,Never-married,Sales,Unmarried,White,Female,7,United-States,0
36,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
31,Private,9,Divorced,Sales,Unmarried,Other,Female,40,Mexico,0
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,United-States,1
22,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Philippines,0
37,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
66,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,United-States,1
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0
40,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,1
38,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
29,Private,7,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Male,20,United-States,0
62,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,1
28,Self-emp-inc,9,Never-married,Exec-managerial,Not-in-family,White,Female,70,United-States,0
23,Private,9,Divorced,Sales,Not-in-family,White,Male,96,United-States,0
25,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,36,Cuba,0
33,Private,9,Married-civ-spouse,Sales,Wife,White,Female,20,United-States,0
26,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1
34,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,1
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,25,United-States,0
44,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1
30,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,1
52,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Peru,1
50,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
55,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,England,1
33,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
46,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,1
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
41,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,0
50,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
25,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,40,United-States,0
63,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,1
42,Private,9,Divorced,Tech-support,Unmarried,White,Female,36,United-States,0
35,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
41,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1
67,Private,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,0
45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
57,Private,9,Never-married,Other-service,Other-relative,Black,Female,32,United-States,0
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
35,Private,11,Married-civ-spouse,Sales,Husband,White,Male,40,Dominican-Republic,1
59,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0
44,Private,13,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Male,40,Laos,0
23,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0
33,Private,13,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,0
40,Private,12,Divorced,Exec-managerial,Unmarried,White,Male,45,United-States,0
48,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1
35,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,Philippines,1
53,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,48,United-States,1
17,Private,7,Never-married,Sales,Own-child,White,Female,15,United-States,0
30,Self-emp-not-inc,9,Never-married,Sales,Own-child,White,Male,80,United-States,0
41,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
29,Private,10,Never-married,Adm-clerical,Own-child,White,Female,50,United-States,0
27,Private,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
66,Self-emp-inc,9,Widowed,Exec-managerial,Not-in-family,White,Male,86,United-States,1
38,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,1
51,Local-gov,14,Widowed,Prof-specialty,Not-in-family,Black,Female,40,United-States,1
52,Local-gov,11,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,0
40,Private,11,Never-married,Prof-specialty,Own-child,White,Female,36,United-States,0
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
49,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
28,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,45,Japan,0
41,Federal-gov,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,40,United-States,1
77,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,20,United-States,0
39,Private,9,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,1
32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
45,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
46,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,United-States,1
69,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,1
29,Private,10,Separated,Other-service,Unmarried,Black,Female,40,United-States,0
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,United-States,1
61,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,United-States,0
32,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,44,United-States,1
28,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0
34,Private,9,Separated,Tech-support,Unmarried,Black,Female,35,United-States,0
48,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,55,Jamaica,1
35,Private,12,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,0
24,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
35,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
37,Private,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,17,United-States,0
32,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
70,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,0
52,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
49,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Mexico,1
32,Private,10,Never-married,Other-service,Not-in-family,Black,Male,35,United-States,0
22,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
36,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1
62,Private,8,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,0
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
26,Private,12,Never-married,Tech-support,Other-relative,White,Female,20,United-States,0
18,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
21,Private,11,Never-married,Sales,Own-child,White,Female,40,United-States,0
56,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,United-States,1
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
48,Federal-gov,6,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0
61,Private,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,0
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,1
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
51,Private,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,1
22,Private,1,Never-married,Other-service,Own-child,Black,Female,20,Jamaica,0
27,Private,9,Never-married,Other-service,Not-in-family,White,Female,30,United-States,0
30,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
51,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1
50,Private,16,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,1
42,Local-gov,14,Married-civ-spouse,Protective-serv,Husband,White,Male,35,United-States,1
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
28,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
23,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0
18,Private,10,Never-married,Other-service,Own-child,White,Male,20,England,0
57,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1
39,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
50,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
31,Private,13,Widowed,Prof-specialty,Own-child,White,Male,35,United-States,0
44,Federal-gov,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,United-States,1
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
